Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter,Birth_Country,Salary,Contract_Type
26,1993,P,Pedro Martinez,21,66,6,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,2,0,0,Right,No,Dominican Republic,126000.0,Rookie
27,1993,P,Ricky Trlicek,24,41,4,4,0,1,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5,38,1,0,0,0,0,0,Right,No,USA,122000.0,Rookie
28,1993,P,Roger McDowell,32,54,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,177,1,0,0,0,0,0,Right,No,USA,136000.0,Rookie
29,1993,P,Steve Wilson,28,25,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No,USA,136000.0,Rookie
30,1993,P,Omar Daal,21,47,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,120000.0,Rookie
31,1993,P,Jim Gott,33,62,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,132000.0,Rookie
32,1993,P,John DeSilva,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,134000.0,Rookie
33,1993,P,Kip Gross,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,130000.0,Rookie
34,1993,P,Rod Nichols,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,114000.0,Rookie
35,1993,P,Todd Worrell,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Dominican Republic,138000.0,Rookie
1,1992,C,Mike Scioscia,33,117,389,348,19,77,6,3,3,24,3,2,32,31,0.221,0.286,0.282,0.568,63,98,9,1,5,3,4,Left,No,USA,197000.0,Rookie
2,1992,1B,Eric Karros,24,149,589,545,63,140,30,1,20,88,2,4,37,103,0.257,0.304,0.426,0.73,106,232,15,2,0,5,3,Right,No,USA,470000.0,Arbitration
3,1992,2B,Lenny Harris,27,135,380,347,28,94,11,0,0,30,19,7,24,24,0.271,0.318,0.303,0.621,78,105,10,1,6,2,3,Left,No,Venezuela,371000.0,Arbitration
4,1992,SS,Jose Offerman,23,149,598,534,67,139,20,8,1,30,23,16,57,98,0.26,0.331,0.333,0.664,90,178,5,0,5,2,4,Right,Yes,USA,203000.0,Arbitration
5,1992,3B,Dave Hansen,23,132,379,341,30,73,11,0,6,22,0,2,34,49,0.214,0.286,0.299,0.585,67,102,9,1,0,2,3,Left,No,USA,130000.0,Rookie
6,1992,LF,Eric Davis,30,76,308,267,21,61,8,1,5,32,19,1,36,71,0.228,0.325,0.322,0.647,85,86,9,3,0,2,2,Right,No,USA,453000.0,Arbitration
7,1992,CF,Brett Butler,35,157,676,553,86,171,14,11,3,39,41,21,95,67,0.309,0.413,0.391,0.803,130,216,4,3,24,1,2,Left,No,Mexico,793000.0,Arbitration
8,1992,RF,Darryl Strawberry,30,43,177,156,20,37,8,0,5,25,3,1,19,34,0.237,0.322,0.385,0.707,101,60,2,1,0,1,4,Left,No,USA,717000.0,Arbitration
9,1992,IF,Mike Sharperson,30,128,372,317,48,95,21,0,3,36,2,2,47,33,0.3,0.387,0.394,0.781,124,125,9,0,5,3,1,Right,No,USA,770000.0,Arbitration
10,1992,UT,Todd Benzinger,29,121,313,293,24,70,16,2,4,31,2,4,15,54,0.239,0.272,0.348,0.62,76,102,6,0,0,5,1,Right,Yes,USA,282000.0,Arbitration
11,1992,OF,Mitch Webster,33,135,304,262,33,70,12,5,6,35,11,5,27,49,0.267,0.334,0.42,0.754,114,110,1,2,8,5,3,Right,Yes,USA,925000.0,Mid
12,1992,C,Carlos Hernández,25,69,190,173,11,45,4,0,3,17,0,1,11,21,0.26,0.316,0.335,0.651,86,58,8,4,0,2,1,Right,No,USA,276000.0,Arbitration
13,1992,RF,Henry Rodriguez,24,53,156,146,11,32,7,0,3,14,0,0,8,30,0.219,0.258,0.329,0.587,66,48,2,0,1,1,0,Left,No,Cuba,151000.0,Rookie
14,1992,2B,Eric Young Sr.,25,49,144,132,9,34,1,0,1,11,6,1,8,9,0.258,0.3,0.288,0.588,69,38,3,0,4,0,0,Right,No,Dominican Republic,158000.0,Rookie
15,1992,2B,Juan Samuel,31,47,136,122,7,32,3,1,0,15,2,2,7,22,0.262,0.303,0.303,0.606,74,37,0,1,4,2,3,Right,No,USA,324000.0,Arbitration
16,1992,LF,Kal Daniels,28,35,116,104,9,24,5,0,2,8,0,0,10,30,0.231,0.302,0.337,0.638,82,35,7,1,0,1,0,Left,No,USA,269000.0,Arbitration
17,1992,RF,Billy Ashley,21,29,100,95,6,21,5,0,2,6,0,0,5,34,0.221,0.26,0.337,0.597,69,32,2,0,0,0,0,Right,No,Dominican Republic,150000.0,Rookie
18,1992,3B,Dave Anderson,31,51,91,84,10,24,4,0,3,8,0,4,4,11,0.286,0.311,0.44,0.752,112,37,3,0,1,2,0,Right,No,USA,141000.0,Rookie
19,1992,LF,Tom Goodwin,23,57,79,73,15,17,1,1,0,3,7,3,6,10,0.233,0.291,0.274,0.565,62,20,0,0,0,0,0,Left,No,USA,116000.0,Rookie
20,1992,C,Mike Piazza,23,21,74,69,5,16,3,0,1,7,0,0,4,12,0.232,0.284,0.319,0.603,72,22,1,1,0,0,0,Right,No,USA,131000.0,Rookie
21,1992,OF,Stan Javier,28,56,66,58,6,11,3,0,1,5,1,2,6,11,0.19,0.277,0.293,0.57,63,17,0,1,1,0,2,Right,Yes,Dominican Republic,133000.0,Rookie
22,1992,SS,Rafael Bournigal,26,10,22,20,1,3,1,0,0,0,0,0,1,2,0.15,0.227,0.2,0.427,23,4,0,1,0,0,0,Right,No,USA,137000.0,Rookie
23,1992,P,Orel Hershiser,33,35,76,68,6,15,5,0,0,5,1,0,1,10,0.221,0.229,0.294,0.523,48,20,0,0,6,1,0,Right,No,USA,3000000.0,Star
24,1992,P,Kevin Gross,31,34,70,63,3,6,1,0,0,0,0,0,4,26,0.095,0.149,0.111,0.26,-25,7,0,0,3,0,0,Right,No,USA,119000.0,Rookie
25,1992,P,Tom Candiotti,35,32,69,56,3,6,1,0,0,1,0,0,1,9,0.107,0.123,0.125,0.248,-29,7,5,0,12,0,0,Right,No,Puerto Rico,120000.0,Rookie
26,1992,P,Ramon Martinez,24,26,55,50,1,6,0,0,0,2,0,0,0,14,0.12,0.12,0.12,0.24,-31,6,0,0,5,0,0,Left,No,Dominican Republic,2500000.0,Mid
27,1992,P,Bob Ojeda,34,29,55,49,1,5,0,1,0,3,0,0,1,11,0.102,0.12,0.143,0.263,-25,7,1,0,5,0,0,Left,No,USA,136000.0,Rookie
28,1992,P,Pedro Astacio,23,11,29,24,2,3,0,0,0,1,0,0,0,14,0.125,0.125,0.125,0.25,-28,3,0,0,5,0,0,Right,No,USA,115000.0,Rookie
29,1992,P,Tim Crews,31,49,7,7,1,2,0,0,0,0,0,0,0,4,0.286,0.286,0.286,0.571,64,2,0,0,0,0,0,Right,No,Puerto Rico,121000.0,Rookie
30,1992,P,Roger McDowell,31,65,7,3,1,0,0,0,0,0,0,0,2,3,0.0,0.5,0.0,0.5,55,0,0,1,1,0,0,Right,No,USA,138000.0,Rookie
31,1992,P,Steve Wilson,27,60,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,91,1,0,0,0,0,0,Left,No,Dominican Republic,135000.0,Rookie
32,1992,P,Kip Gross,27,16,3,2,1,2,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0,473,2,0,0,1,0,0,Right,No,Venezuela,141000.0,Rookie
33,1992,P,Pedro Martinez,20,2,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Dominican Republic,134000.0,Rookie
34,1992,P,Jim Gott,32,68,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,186,1,0,0,0,0,0,Right,No,Puerto Rico,122000.0,Rookie
35,1992,P,John Candelaria,38,50,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,Mexico,128000.0,Rookie
36,1992,P,Jay Howell,36,41,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,131000.0,Rookie
1,1991,C,Mike Scioscia,32,119,404,345,39,91,16,2,8,40,4,3,47,32,0.264,0.353,0.391,0.745,112,135,5,3,5,4,3,Left,No,USA,548000.0,Arbitration
2,1991,1B,Eddie Murray,35,153,639,576,69,150,23,1,19,96,10,3,55,74,0.26,0.321,0.403,0.724,105,232,17,0,0,8,17,Right,Yes,USA,620000.0,Arbitration
3,1991,2B,Juan Samuel,30,153,659,594,74,161,22,6,12,58,23,8,49,133,0.271,0.328,0.389,0.717,103,231,8,3,10,3,4,Right,No,Venezuela,864000.0,Mid
4,1991,SS,Alfredo Griffin,33,109,385,350,27,85,6,2,0,27,5,4,22,49,0.243,0.286,0.271,0.557,60,95,5,1,7,5,5,Right,Yes,South Korea,149000.0,Rookie
5,1991,3B,Lenny Harris,26,145,485,429,59,123,16,1,3,38,12,3,37,32,0.287,0.349,0.35,0.698,100,150,16,5,12,2,5,Left,No,Dominican Republic,418000.0,Arbitration
6,1991,LF,Kal Daniels,27,137,531,461,54,115,15,1,17,73,6,1,63,116,0.249,0.337,0.397,0.734,108,183,9,1,0,6,4,Left,No,USA,801000.0,Mid
7,1991,CF,Brett Butler,34,161,730,615,112,182,13,5,2,38,38,28,108,79,0.296,0.401,0.343,0.744,114,211,3,1,4,2,4,Left,No,USA,845000.0,Mid
8,1991,RF,Darryl Strawberry,29,139,588,505,86,134,22,4,28,99,10,8,75,125,0.265,0.361,0.491,0.852,140,248,8,3,0,5,4,Left,No,Dominican Republic,1034000.0,Mid
9,1991,C,Gary Carter,37,101,280,248,22,61,14,0,6,26,2,2,22,26,0.246,0.323,0.375,0.698,98,93,11,7,1,2,1,Right,No,Cuba,243000.0,Arbitration
10,1991,3B,Mike Sharperson,29,105,252,216,24,60,11,2,2,20,1,3,25,24,0.278,0.355,0.375,0.73,108,81,2,1,10,0,0,Right,No,USA,810000.0,Mid
11,1991,OF,Stan Javier,27,121,197,176,21,36,5,3,1,11,7,1,16,36,0.205,0.268,0.284,0.552,57,50,4,0,3,2,0,Right,Yes,USA,171000.0,Rookie
12,1991,OF,Chris Gwynn,26,94,154,139,18,35,5,1,5,22,1,0,10,23,0.252,0.301,0.41,0.711,100,57,5,1,1,3,1,Left,No,USA,782000.0,Arbitration
13,1991,SS,Jose Offerman,22,52,140,113,10,22,2,0,0,3,3,2,25,32,0.195,0.345,0.212,0.558,63,24,5,1,1,0,2,Right,Yes,USA,165000.0,Rookie
14,1991,3B,Jeff Hamilton,27,41,99,94,4,21,4,0,1,14,0,0,4,21,0.223,0.255,0.298,0.553,57,28,2,0,1,0,0,Right,No,Venezuela,112000.0,Rookie
15,1991,OF,Mitch Webster,32,58,84,74,12,21,5,1,1,10,0,1,9,21,0.284,0.361,0.419,0.78,122,31,0,0,1,0,0,Right,Yes,USA,126000.0,Rookie
16,1991,3B,Dave Hansen,22,53,58,56,3,15,4,0,1,5,1,0,2,12,0.268,0.293,0.393,0.686,94,22,2,0,0,0,0,Left,No,USA,126000.0,Rookie
17,1991,OF,Jose Gonzalez,26,42,30,28,3,0,0,0,0,0,0,0,2,9,0.0,0.067,0.0,0.067,-79,0,0,0,0,0,0,Right,No,Venezuela,121000.0,Rookie
18,1991,C,Carlos Hernández,24,15,16,14,1,3,1,0,0,1,1,0,0,5,0.214,0.25,0.286,0.536,52,4,2,1,0,1,0,Right,No,Puerto Rico,140000.0,Rookie
19,1991,1B,Eric Karros,23,14,15,14,0,1,1,0,0,1,0,0,1,6,0.071,0.133,0.143,0.276,-21,2,0,0,0,0,0,Right,No,USA,136000.0,Rookie
20,1991,C,Barry Lyons,31,9,9,9,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,132000.0,Rookie
21,1991,OF,Tom Goodwin,22,16,7,7,3,1,0,0,0,0,1,1,0,0,0.143,0.143,0.143,0.286,-18,1,0,0,0,0,0,Left,No,USA,132000.0,Rookie
22,1991,2B,Greg Smith,24,5,4,3,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,Yes,USA,124000.0,Rookie
23,1991,,Butch Davis,33,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,139000.0,Rookie
24,1991,P,Mike Morgan,31,34,87,76,2,7,0,0,0,3,0,0,1,11,0.092,0.101,0.092,0.193,-45,7,1,0,8,2,0,Right,No,USA,132000.0,Rookie
25,1991,P,Ramon Martinez,23,33,86,77,6,9,1,0,1,9,0,0,1,25,0.117,0.128,0.169,0.297,-16,13,1,0,8,0,0,Left,No,Dominican Republic,2500000.0,Mid
26,1991,P,Tim Belcher,29,33,74,67,3,8,2,0,0,3,0,0,0,26,0.119,0.119,0.149,0.269,-24,10,1,0,7,0,0,Right,No,Puerto Rico,137000.0,Rookie
27,1991,P,Bob Ojeda,33,31,66,56,2,9,0,0,1,3,0,0,3,10,0.161,0.2,0.214,0.414,18,12,1,0,6,1,0,Left,No,USA,118000.0,Rookie
28,1991,P,Orel Hershiser,32,21,38,31,6,8,2,0,0,2,1,0,3,8,0.258,0.324,0.323,0.646,85,10,0,0,4,0,0,Right,No,USA,3000000.0,Star
29,1991,P,Kevin Gross,30,48,29,25,4,7,1,0,0,3,0,0,2,14,0.28,0.333,0.32,0.653,87,8,0,0,2,0,0,Right,No,USA,115000.0,Rookie
30,1991,P,Mike Hartley,29,40,4,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,1,0,0,0,0,Right,No,Puerto Rico,120000.0,Rookie
31,1991,P,Jim Gott,31,55,3,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,186,1,0,0,1,0,0,Right,No,USA,120000.0,Rookie
32,1991,P,Tim Crews,30,60,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,55,0,0,0,0,0,0,Right,No,USA,141000.0,Rookie
33,1991,P,Dennis Cook,28,20,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Left,No,Dominican Republic,137000.0,Rookie
34,1991,P,Steve Wilson,26,11,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No,USA,132000.0,Rookie
35,1991,P,Mike Christopher,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,133000.0,Rookie
36,1991,P,Roger McDowell,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,127000.0,Rookie
37,1991,P,Jay Howell,35,44,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,140000.0,Rookie
38,1991,P,John Wetteland,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,125000.0,Rookie
39,1991,P,John Candelaria,37,59,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,121000.0,Rookie
1,1990,C,Mike Scioscia,31,135,498,435,46,115,25,0,12,66,4,1,55,31,0.264,0.348,0.405,0.753,110,176,11,3,1,4,14,Left,No,USA,591000.0,Arbitration
2,1990,1B,Eddie Murray,34,155,645,558,96,184,22,3,26,95,8,5,82,64,0.33,0.414,0.52,0.934,159,290,19,1,0,4,21,Right,Yes,Dominican Republic,1699000.0,Mid
3,1990,2B,Juan Samuel,29,143,558,492,62,119,24,3,13,52,38,20,51,126,0.242,0.316,0.382,0.699,94,188,8,5,5,5,5,Right,No,USA,445000.0,Arbitration
4,1990,SS,Alfredo Griffin,32,141,502,461,38,97,11,3,1,35,6,3,29,65,0.21,0.258,0.254,0.512,44,117,5,2,6,4,11,Right,Yes,USA,183000.0,Rookie
5,1990,3B,Mike Sharperson,28,129,415,357,42,106,14,2,3,36,15,6,46,39,0.297,0.376,0.373,0.748,110,133,5,1,8,3,6,Right,No,Dominican Republic,522000.0,Arbitration
6,1990,LF,Kal Daniels,26,130,526,450,81,133,23,1,27,94,4,3,68,104,0.296,0.389,0.531,0.92,155,239,9,3,2,3,1,Left,No,USA,1815000.0,Mid
7,1990,CF,Kirk Gibson,33,89,359,315,59,82,20,0,8,38,26,2,39,65,0.26,0.345,0.4,0.745,108,126,4,3,0,2,0,Left,No,USA,482000.0,Arbitration
8,1990,RF,Hubie Brooks,33,153,618,568,74,151,28,1,20,91,2,5,33,108,0.266,0.307,0.424,0.732,102,241,13,6,0,11,10,Right,No,USA,801000.0,Mid
9,1990,IF,Lenny Harris,25,137,465,431,61,131,16,4,2,29,15,10,29,31,0.304,0.348,0.374,0.722,102,161,8,1,3,1,2,Left,No,USA,797000.0,Arbitration
10,1990,CF,Stan Javier,26,104,321,276,56,84,9,4,3,24,15,7,37,44,0.304,0.384,0.399,0.783,119,110,6,0,6,2,2,Right,Yes,USA,659000.0,Arbitration
11,1990,LF,Chris Gwynn,25,101,151,141,19,40,2,1,5,22,0,1,7,28,0.284,0.311,0.418,0.73,102,59,2,0,0,3,2,Left,No,Dominican Republic,511000.0,Arbitration
12,1990,C,Rick Dempsey,40,62,151,128,13,25,5,0,2,15,1,0,23,29,0.195,0.318,0.281,0.599,69,36,8,0,0,0,0,Right,No,USA,152000.0,Rookie
13,1990,UT,Mickey Hatcher,35,85,141,132,12,28,3,1,0,13,0,0,6,22,0.212,0.248,0.25,0.498,40,33,1,1,0,2,1,Right,No,Puerto Rico,211000.0,Arbitration
14,1990,2B,Willie Randolph,35,26,113,96,15,26,4,0,1,9,1,0,13,9,0.271,0.364,0.344,0.707,99,33,3,1,3,0,0,Right,No,Dominican Republic,621000.0,Arbitration
15,1990,OF,Jose Gonzalez,25,106,108,99,15,23,5,3,2,8,3,1,6,27,0.232,0.28,0.404,0.684,89,40,1,1,1,1,1,Right,No,Venezuela,414000.0,Arbitration
16,1990,SS,Jose Offerman,21,29,63,58,7,9,0,0,1,7,1,0,4,14,0.155,0.21,0.207,0.417,17,12,0,0,1,0,1,Right,Yes,USA,111000.0,Rookie
17,1990,MI,Jose Vizcaino,22,37,55,51,3,14,1,1,0,2,1,1,4,8,0.275,0.327,0.333,0.661,85,17,1,0,0,0,1,Right,Yes,USA,126000.0,Rookie
18,1990,3B,Jeff Hamilton,26,7,24,24,1,3,0,0,0,1,0,0,0,3,0.125,0.125,0.125,0.25,-30,3,1,0,0,0,0,Right,No,USA,132000.0,Rookie
19,1990,OF,John Shelby,32,25,24,24,2,6,1,0,0,2,1,0,0,7,0.25,0.25,0.292,0.542,51,7,1,0,0,0,0,Right,Yes,Venezuela,137000.0,Rookie
20,1990,C,Carlos Hernández,23,10,20,20,2,4,1,0,0,1,0,0,0,2,0.2,0.2,0.25,0.45,25,5,0,0,0,0,0,Right,No,Cuba,115000.0,Rookie
21,1990,1B,Brian Traxler,22,9,11,11,0,1,1,0,0,0,0,0,0,4,0.091,0.091,0.182,0.273,-26,2,0,0,0,0,0,Left,No,USA,135000.0,Rookie
22,1990,3B,Dave Hansen,21,5,7,7,0,1,0,0,0,1,0,0,0,3,0.143,0.143,0.143,0.286,-20,1,0,0,0,0,0,Left,No,Cuba,127000.0,Rookie
23,1990,1B,Luis Lopez,25,6,6,6,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Mexico,122000.0,Rookie
24,1990,C,Barry Lyons,30,3,5,5,1,1,0,0,1,2,0,0,0,1,0.2,0.2,0.8,1.0,166,4,0,0,0,0,0,Right,No,USA,113000.0,Rookie
25,1990,C,Darrin Fletcher,23,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No,USA,137000.0,Rookie
26,1990,P,Ramon Martinez,22,33,92,80,2,10,0,0,0,6,0,0,1,32,0.125,0.145,0.125,0.27,-24,10,1,1,9,1,0,Left,No,Dominican Republic,2500000.0,Mid
27,1990,P,Mike Morgan,30,33,78,71,2,8,0,0,0,2,0,0,2,25,0.113,0.137,0.113,0.25,-29,8,1,0,5,0,0,Right,No,USA,119000.0,Rookie
28,1990,P,Fernando Valenzuela,29,35,78,69,8,21,5,0,1,11,0,0,1,12,0.304,0.31,0.42,0.73,102,29,0,0,7,1,0,Left,No,Mexico,118000.0,Rookie
29,1990,P,Tim Belcher,28,24,54,43,5,7,1,0,0,1,0,0,0,15,0.163,0.2,0.186,0.386,9,8,1,2,9,0,0,Right,No,USA,137000.0,Rookie
30,1990,P,Jim Neidlinger,25,12,27,25,1,3,0,0,0,2,0,0,2,8,0.12,0.185,0.12,0.305,-13,3,0,0,0,0,0,Right,Yes,USA,131000.0,Rookie
31,1990,P,Mike Hartley,28,32,16,13,1,1,0,0,0,0,0,0,0,8,0.077,0.077,0.077,0.154,-57,1,0,0,3,0,0,Right,No,USA,135000.0,Rookie
32,1990,P,Tim Crews,29,66,8,7,0,0,0,0,0,1,0,0,0,5,0.0,0.0,0.0,0.0,-100,0,0,0,0,1,0,Right,No,USA,117000.0,Rookie
33,1990,P,John Wetteland,23,22,8,7,2,1,0,0,1,3,0,0,0,1,0.143,0.143,0.571,0.714,90,4,0,0,1,0,0,Right,No,Dominican Republic,129000.0,Rookie
34,1990,P,Orel Hershiser,31,4,8,7,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No,USA,3000000.0,Star
35,1990,P,Dennis Cook,27,5,7,7,2,2,1,0,0,0,0,0,0,0,0.286,0.286,0.429,0.714,97,3,1,0,0,0,0,Left,No,USA,136000.0,Rookie
36,1990,P,Terry Wells,26,5,7,7,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No,Dominican Republic,139000.0,Rookie
37,1990,P,Ray Searage,35,29,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No,Puerto Rico,109000.0,Rookie
38,1990,P,Mike Maddux,28,11,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No,USA,131000.0,Rookie
39,1990,P,Jay Howell,34,45,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,111000.0,Rookie
40,1990,P,Pat Perry,31,7,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No,USA,127000.0,Rookie
41,1990,P,Mike Munoz,24,8,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No,Dominican Republic,118000.0,Rookie
42,1990,P,Jim Gott,30,50,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,119000.0,Rookie
43,1990,P,Don Aase,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,121000.0,Rookie
44,1990,P,Darren Holmes,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,129000.0,Rookie
45,1990,P,Dave Walsh,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,Venezuela,120000.0,Rookie
46,1990,P,Jim Poole,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,133000.0,Rookie
1,1989,C,Mike Scioscia,30,133,471,408,40,102,16,0,10,44,0,2,52,29,0.25,0.338,0.363,0.701,102,148,4,3,7,1,14,Left,No,USA,301000.0,Arbitration
2,1989,1B,Eddie Murray,33,160,690,594,66,147,29,1,20,88,7,2,87,85,0.247,0.342,0.401,0.743,113,238,11,2,0,7,24,Right,Yes,Dominican Republic,220000.0,Arbitration
3,1989,2B,Willie Randolph,34,145,633,549,62,155,18,0,2,36,7,6,71,51,0.282,0.366,0.326,0.692,101,179,11,4,4,5,2,Right,No,Venezuela,177000.0,Rookie
4,1989,SS,Alfredo Griffin,31,136,547,506,49,125,27,2,0,29,10,7,29,57,0.247,0.287,0.308,0.596,72,156,5,0,11,1,2,Right,Yes,Venezuela,84000.0,Rookie
5,1989,3B,Jeff Hamilton,25,151,581,548,45,134,35,1,12,56,0,0,20,71,0.245,0.272,0.378,0.65,85,207,10,3,4,6,5,Right,No,USA,142000.0,Rookie
6,1989,LF,Kirk Gibson,32,71,292,253,35,54,8,2,9,28,12,3,35,55,0.213,0.312,0.368,0.679,95,93,5,2,0,2,5,Left,No,USA,190000.0,Rookie
7,1989,CF,John Shelby,31,108,371,345,28,63,11,1,1,12,10,7,25,92,0.183,0.237,0.229,0.466,35,79,6,0,0,1,5,Right,Yes,Puerto Rico,87000.0,Rookie
8,1989,RF,Mike Marshall,29,105,419,377,41,98,21,1,11,42,2,5,33,78,0.26,0.325,0.408,0.733,110,154,8,5,0,4,4,Right,No,Cuba,231000.0,Arbitration
9,1989,OF,Jose Gonzalez,24,95,286,261,31,70,11,2,3,18,9,3,23,53,0.268,0.326,0.36,0.686,98,94,2,0,1,1,5,Right,No,Venezuela,127000.0,Rookie
10,1989,LF,Mickey Hatcher,34,94,244,224,18,66,9,2,2,25,1,2,13,16,0.295,0.328,0.379,0.707,103,85,7,1,0,6,3,Right,No,Dominican Republic,353000.0,Arbitration
11,1989,RF,Mike Davis,30,67,191,173,21,43,7,1,5,19,6,5,16,28,0.249,0.309,0.387,0.696,99,67,2,0,0,2,1,Left,No,Dominican Republic,186000.0,Rookie
12,1989,C,Rick Dempsey,39,79,183,151,16,27,7,0,4,16,1,0,30,37,0.179,0.319,0.305,0.623,81,46,5,1,1,0,3,Right,No,USA,117000.0,Rookie
13,1989,SS,Dave Anderson,28,87,163,140,15,32,2,0,1,14,2,0,17,26,0.229,0.31,0.264,0.574,67,37,1,0,5,1,1,Right,No,Dominican Republic,103000.0,Rookie
14,1989,UT,Lenny Harris,24,54,159,147,19,37,6,1,1,15,4,3,11,13,0.252,0.308,0.327,0.635,83,48,9,1,0,0,0,Left,No,USA,115000.0,Rookie
15,1989,LF,Franklin Stubbs,28,69,120,103,11,30,6,0,4,15,3,2,16,27,0.291,0.387,0.466,0.853,145,48,3,0,1,0,2,Left,No,Mexico,520000.0,Arbitration
